keyword,ngram,pattern,start,end,phrase_length
that,1,N,9287,9287,1
fate,1,N,9294,9294,1
i,1,N,9296,9296,1
there,1,N,9301,9301,1
something queer about it,4,NNPN,9303,9306,4
it,1,N,9310,9310,1
untenanted john laughs at me,5,ANNPN,9321,9325,5
that in marriage john,4,NPNN,9331,9334,4
extreme he,2,NN,9339,9340,2
patience with faith,3,NPN,9343,9345,3
intense horror of superstition,4,ANPN,9347,9350,4
he,1,N,9352,9352,1
talk of things,3,NPN,9357,9359,3
figures john,2,NN,9370,9371,2
physician,1,N,9374,9374,1
i,1,N,9378,9378,1
it to a living soul,5,NPDNN,9382,9386,5
this,1,N,9390,9390,1
dead paper,2,AN,9392,9393,2
great relief to my mind -perhaps that,7,ANPNNNN,9396,9402,7
one reason i,3,ANN,9404,9406,3
you,1,N,9412,9412,1
he,1,N,9414,9414,1
i,1,N,9418,9418,1
what,1,N,9422,9422,1
one,1,N,9424,9424,1
physician of high standing,4,NPAN,9428,9431,4
one,1,N,9433,9433,1
own husband,2,AN,9435,9436,2
friends,1,N,9438,9438,1
relatives,1,N,9440,9440,1
there,1,N,9442,9442,1
nothing,1,N,9445,9445,1
matter,1,N,9447,9447,1
temporary nervous depression,3,AAN,9451,9453,3
slight hysterical tendency,3,AAN,9456,9458,3
what,1,N,9460,9460,1
my brother,2,NN,9465,9466,2
physician,1,N,9470,9470,1
high standing,2,AN,9474,9475,2
he,1,N,9477,9477,1
same thing,2,AN,9480,9481,2
i,1,N,9483,9483,1
phosphates,1,N,9485,9485,1
phosphites,1,N,9487,9487,1
whichever it,2,NN,9489,9490,2
tonics,1,N,9493,9493,1
journeys,1,N,9495,9495,1
air,1,N,9497,9497,1
exercise,1,N,9499,9499,1
i,1,N,9509,9509,1
i,1,N,9514,9514,1
their ideas,2,NN,9517,9518,2
i,1,N,9520,9520,1
congenial work with excitement,4,ANPN,9523,9526,4
change,1,N,9528,9528,1
me,1,N,9531,9531,1
what,1,N,9534,9534,1
i,1,N,9539,9539,1
while in spite of them,5,NPNPN,9544,9548,5
it,1,N,9550,9550,1
me,1,N,9553,9553,1
good deal,2,AN,9555,9556,2
it,1,N,9564,9564,1
heavy opposition i,3,ANN,9569,9571,3
my condition,2,NN,9576,9577,2
i,1,N,9579,9579,1
less opposition,2,AN,9581,9582,2
more society,2,AN,9584,9585,2
stimulus,1,N,9587,9587,1
john,1,N,9590,9590,1
worst thing i,3,ANN,9594,9596,3
my condition,2,NN,9603,9604,2
i,1,N,9606,9606,1
it,1,N,9608,9608,1
me,1,N,9611,9611,1
i,1,N,9615,9615,1
it,1,N,9618,9618,1
house,1,N,9624,9624,1
beautiful place it,3,ANN,9627,9629,3
road,1,N,9638,9638,1
three miles from the village it,6,ANPDNN,9640,9645,6
me,1,N,9647,9647,1
english places that you,4,ANNN,9650,9653,4
there,1,N,9657,9657,1
hedges,1,N,9659,9659,1
walls,1,N,9661,9661,1
lock,1,N,9665,9665,1
lots of separate little houses for the gardeners,8,NPAANPDN,9667,9674,8
people there,2,NN,9676,9677,2
delicious garden i,3,ANN,9680,9682,3
garden,1,N,9687,9687,1
box,1,N,9694,9694,1
paths,1,N,9696,9696,1
long grape,2,AN,9700,9701,2
arbors with seats under them there,6,NPNPNN,9703,9708,6
greenhouses,1,N,9710,9710,1
they,1,N,9713,9713,1
there,1,N,9718,9718,1
legal trouble i,3,ANN,9721,9723,3
something about the heirs,4,NPDN,9725,9728,4
heirs,1,N,9731,9731,1
place,1,N,9734,9734,1
years that,2,NN,9739,9740,2
my ghostliness i,3,NNN,9742,9744,3
i,1,N,9748,9748,1
there,1,N,9753,9753,1
something,1,N,9755,9755,1
house,1,N,9759,9759,1
i,1,N,9761,9761,1
it i,2,NN,9764,9765,2
one moonlight evening,3,ANN,9771,9773,3
he,1,N,9775,9775,1
what i,2,NN,9777,9778,2
draught,1,N,9782,9782,1
window i,2,NN,9786,9787,2
john,1,N,9792,9792,1
i,1,N,9794,9794,1
sure i,2,AN,9796,9797,2
sensitive i,2,AN,9803,9804,2
it,1,N,9806,9806,1
nervous condition,2,AN,9811,9812,2
john,1,N,9814,9814,1
i,1,N,9817,9817,1
i,1,N,9820,9820,1
proper self control,3,ANN,9823,9825,3
i,1,N,9827,9827,1
pains,1,N,9829,9829,1
myself,1,N,9832,9832,1
him,1,N,9835,9835,1
that,1,N,9840,9840,1
me,1,N,9842,9842,1
tired i,2,AN,9844,9845,2
our room,2,NN,9849,9850,2
bit i,2,NN,9852,9853,2
one downstairs that,3,ANN,9855,9857,3
piazza,1,N,9861,9861,1
roses,1,N,9864,9864,1
window,1,N,9868,9868,1
old fashioned chintz hangings,4,AANN,9872,9875,4
john,1,N,9877,9877,1
it he,2,NN,9882,9883,2
there,1,N,9885,9885,1
one window,2,AN,9888,9889,2
room for two beds,4,NPAN,9892,9895,4
near room for him,4,ANPN,9898,9901,4
he,1,N,9903,9903,1
he,1,N,9906,9906,1
me stir without special direction i,6,NNPANN,9915,9920,6
schedule prescription for each hour in the day,8,NNPDNPDN,9923,9930,8
prescription for each hour in the day he,8,NPDNPDNN,9924,9931,8
care from me,3,NPN,9934,9936,3
i,1,N,9939,9939,1
it,1,N,9946,9946,1
he,1,N,9948,9948,1
we,1,N,9950,9950,1
my account,2,NN,9955,9956,2
i,1,N,9958,9958,1
perfect rest,2,AN,9962,9963,2
air i,2,NN,9967,9968,2
your exercise,2,NN,9972,9973,2
your strength my,3,NNN,9976,9978,3
he,1,N,9982,9982,1
your food,2,NN,9985,9986,2
your appetite,2,NN,9989,9990,2
air you,2,NN,9992,9993,2
time,1,N,9998,9998,1
we,1,N,10001,10001,1
nursery at the top of the house it,8,NPDNPDNN,10004,10011,8
big airy room,3,ANN,10014,10016,3
whole floor,2,AN,10018,10019,2
windows that,2,NN,10022,10023,2
ways,1,N,10026,10026,1
air,1,N,10028,10028,1
sunshine,1,N,10030,10030,1
it,1,N,10032,10032,1
playground,1,N,10038,10038,1
gymnasium i,2,NN,10040,10041,2
windows,1,N,10046,10046,1
little children,2,AN,10050,10051,2
there,1,N,10053,10053,1
rings,1,N,10055,10055,1
things in the walls,4,NPDN,10057,10060,4
paint,1,N,10062,10062,1
paper,1,N,10064,10064,1
boys,1,N,10069,10069,1
school,1,N,10071,10071,1
it it,2,NN,10074,10075,2
paper,1,N,10081,10081,1
great patches,2,AN,10084,10085,2
head of my bed,4,NPNN,10089,10092,4
i,1,N,10097,10097,1
great place on the other side,6,ANPDAN,10103,10108,6
place on the other side of the room,8,NPDANPDN,10104,10111,8
i,1,N,10114,10114,1
worse paper in my life,5,ANPNN,10118,10122,5
sprawling flamboyant patterns,3,NNN,10126,10128,3
artistic sin it,3,ANN,10131,10133,3
eye,1,N,10140,10140,1
provoke study,2,AN,10149,10150,2
you,1,N,10153,10153,1
lame uncertain curves for a little distance they,8,AANPDANN,10156,10163,8
suicide,1,N,10166,10166,1
plunge off at outrageous angles,5,NNPAN,10168,10172,5
themselves in unheard of contradictions,5,NPNPN,10174,10178,5
color,1,N,10180,10180,1
repellant,1,N,10182,10182,1
smouldering,1,N,10186,10186,1
sunlight it,2,NN,10195,10196,2
lurid orange in some places,5,ANPDN,10201,10205,5
sickly sulphur tint in others,5,ANNPN,10207,10211,5
children,1,N,10215,10215,1
it i,2,NN,10217,10218,2
it myself,2,NN,10221,10222,2
i,1,N,10224,10224,1
room,1,N,10230,10230,1
there,1,N,10232,10232,1
john,1,N,10234,10234,1
i,1,N,10236,10236,1
this,1,N,10239,10239,1
he,1,N,10242,10242,1
me,1,N,10246,10246,1
word we,2,NN,10249,10250,2
two weeks,2,AN,10254,10255,2
i,1,N,10257,10257,1
writing,1,N,10262,10262,1
first day i,3,ANN,10266,10268,3
window,1,N,10273,10273,1
atrocious nursery,2,AN,10278,10279,2
there,1,N,10281,10281,1
nothing,1,N,10283,10283,1
my writing,2,NN,10286,10287,2
i,1,N,10291,10291,1
lack of strength john,4,NPNN,10294,10297,4
day,1,N,10301,10301,1
nights,1,N,10305,10305,1
his cases,2,NN,10307,10308,2
serious i,2,AN,10310,10311,2
glad my case,3,ANN,10313,10315,3
nervous troubles,2,AN,10321,10322,2
depressing john,2,AN,10325,10326,2
much i,2,AN,10331,10332,2
he,1,N,10335,10335,1
there,1,N,10337,10337,1
reason,1,N,10340,10340,1
that,1,N,10344,10344,1
him,1,N,10346,10346,1
it,1,N,10349,10349,1
nervousness it,2,AN,10352,10353,2
me,1,N,10357,10357,1
my duty in any way i,6,NNPDNN,10362,10367,6
help,1,N,10373,10373,1
real rest,2,AN,10378,10379,2
comfort,1,N,10381,10381,1
i,1,N,10384,10384,1
comparative burden,2,AN,10387,10388,2
nobody,1,N,10390,10390,1
what,1,N,10393,10393,1
effort it,2,NN,10395,10396,2
what little i,3,NAN,10400,10402,3
things it,2,NN,10412,10413,2
fortunate mary,2,AN,10415,10416,2
baby,1,N,10422,10422,1
dear baby,2,AN,10425,10426,2
i,1,N,10429,10429,1
him it,2,NN,10434,10435,2
me,1,N,10437,10437,1
nervous i,2,AN,10439,10440,2
his life he,3,NNN,10447,10449,3
me,1,N,10452,10452,1
wallpaper,1,N,10456,10456,1
he,1,N,10459,10459,1
room,1,N,10464,10464,1
afterwards he,2,NN,10466,10467,2
i,1,N,10470,10470,1
it,1,N,10473,10473,1
me,1,N,10478,10478,1
nothing,1,N,10481,10481,1
nervous patient,2,AN,10486,10487,2
way to such fancies he,5,NPANN,10491,10495,5
wallpaper,1,N,10500,10500,1
it,1,N,10503,10503,1
heavy bedstead,2,AN,10507,10508,2
barred windows,2,AN,10512,10513,2
gate at the head of the stairs,7,NPDNPDN,10517,10523,7
you,1,N,10528,10528,1
place,1,N,10531,10531,1
you,1,N,10534,10534,1
he,1,N,10537,10537,1
dear i,2,AN,10542,10543,2
house,1,N,10550,10550,1
three months,2,AN,10554,10555,2
us,1,N,10563,10563,1
i,1,N,10567,10567,1
there,1,N,10570,10570,1
such pretty rooms,3,AAN,10572,10574,3
he,1,N,10578,10578,1
me in his arms,4,NPNN,10580,10583,4
me,1,N,10586,10586,1
little goose,2,AN,10589,10590,2
he,1,N,10593,10593,1
i,1,N,10599,10599,1
it,1,N,10603,10603,1
bargain,1,N,10607,10607,1
he,1,N,10609,10609,1
beds,1,N,10615,10615,1
windows,1,N,10617,10617,1
things it,2,NN,10619,10620,2
room as any one need wish,6,NPDANN,10627,10632,6
i,1,N,10636,10636,1
him,1,N,10645,10645,1
whim i,2,NN,10650,10651,2
big room,2,AN,10659,10660,2
horrid paper out of one window i,7,ANPPANN,10664,10670,7
garden,1,N,10674,10674,1
mysterious deep,2,AN,10676,10677,2
arbors,1,N,10679,10679,1
riotous old fashioned flowers,4,AAAN,10681,10684,4
bushes,1,N,10686,10686,1
gnarly trees out of another i,6,ANPPDN,10688,10693,6
lovely view of the bay,5,ANPDN,10696,10700,5
estate there,2,NN,10709,10710,2
lane that,2,NN,10715,10716,2
house i,2,NN,10722,10723,2
fancy i,2,AN,10725,10726,2
people,1,N,10728,10728,1
numerous paths,2,AN,10732,10733,2
arbors,1,N,10735,10735,1
john,1,N,10737,10737,1
me,1,N,10740,10740,1
way,1,N,10744,10744,1
he,1,N,10750,10750,1
my imaginative power,3,NAN,10754,10756,3
habit of story,3,NPN,10758,10760,3
nervous weakness,2,AN,10763,10764,2
mine,1,N,10766,10766,1
manner of excited fancies,4,NPAN,10773,10776,4
i,1,N,10779,10779,1
my,1,N,10783,10783,1
good sense,2,AN,10786,10787,2
tendency,1,N,10791,10791,1
i,1,N,10793,10793,1
i,1,N,10795,10795,1
i,1,N,10800,10800,1
little it,2,AN,10808,10809,2
press of ideas,3,NPN,10813,10815,3
me,1,N,10818,10818,1
i,1,N,10820,10820,1
i,1,N,10822,10822,1
i,1,N,10827,10827,1
it,1,N,10829,10829,1
advice,1,N,10837,10837,1
companionship about my work,4,NPNN,10839,10842,4
i,1,N,10844,10844,1
we,1,N,10850,10850,1
cousin henry,2,AN,10853,10854,2
julia,1,N,10856,10856,1
long visit,2,AN,10860,10861,2
he,1,N,10863,10863,1
he,1,N,10865,10865,1
fire works in my pillow case,6,NNPNNN,10870,10875,6
me,1,N,10879,10879,1
people,1,N,10883,10883,1
i,1,N,10886,10886,1
i,1,N,10888,10888,1
i,1,N,10894,10894,1
paper,1,N,10901,10901,1
me,1,N,10904,10904,1
it,1,N,10907,10907,1
what,1,N,10909,10909,1
vicious influence it,3,ANN,10911,10913,3
there,1,N,10915,10915,1
recurrent spot,2,AN,10918,10919,2
pattern,1,N,10922,10922,1
broken neck,2,AN,10926,10927,2
two bulbous eyes,3,AAN,10929,10931,3
you,1,N,10934,10934,1
i,1,N,10937,10937,1
impertinence of it,3,NPN,10943,10945,3
everlastingness up,2,NN,10948,10949,2
down,1,N,10951,10951,1
sideways they,2,NN,10953,10954,2
absurd unblinking eyes,3,ANN,10958,10960,3
there,1,N,10963,10963,1
one place,2,AN,10965,10966,2
two breadths,2,AN,10968,10969,2
eyes,1,N,10975,10975,1
line,1,N,10982,10982,1
other i,2,AN,10989,10990,2
much expression in an inanimate thing,6,ANPDAN,10994,10999,6
we,1,N,11002,11002,1
much expression they,3,ANN,11006,11008,3
i,1,N,11010,11010,1
awake as a child,4,NPDN,11014,11017,4
more entertainment,2,AN,11020,11021,2
terror out of blank walls,5,NPPAN,11023,11027,5
plain furniture than most children,5,ANPAN,11029,11033,5
toy store i,3,NNN,11038,11040,3
what,1,N,11042,11042,1
knobs of our big old bureau,6,NPNAAN,11047,11052,6
there,1,N,11057,11057,1
one chair that,3,ANN,11059,11061,3
strong friend i,3,ANN,11066,11068,3
other things,2,AN,11077,11078,2
i,1,N,11082,11082,1
chair,1,N,11088,11088,1
furniture in this room,4,NPDN,11093,11096,4
we,1,N,11104,11104,1
it,1,N,11108,11108,1
i,1,N,11112,11112,1
this,1,N,11115,11115,1
playroom they,2,NN,11120,11121,2
nursery things,2,NN,11126,11127,2
i,1,N,11132,11132,1
such ravages as the children,5,ANPDN,11135,11139,5
wallpaper,1,N,11144,11144,1
i,1,N,11146,11146,1
spots,1,N,11153,11153,1
it,1,N,11155,11155,1
brother,1,N,11160,11160,1
they,1,N,11162,11162,1
perseverance,1,N,11166,11166,1
floor,1,N,11173,11173,1
plaster itself,2,NN,11181,11182,2
great heavy bed which,4,ANNN,11191,11194,4
we,1,N,11197,11197,1
room,1,N,11201,11201,1
it,1,N,11205,11205,1
wars,1,N,11210,11210,1
i,1,N,11212,11212,1
it,1,N,11216,11216,1
bit,1,N,11218,11218,1
paper there,2,NN,11222,11223,2
john,1,N,11225,11225,1
sister,1,N,11227,11227,1
dear girl,2,AN,11230,11231,2
she,1,N,11233,11233,1
me i,2,NN,11239,11240,2
her,1,N,11244,11244,1
me,1,N,11246,11246,1
she,1,N,11248,11248,1
enthusiastic housekeeper,2,AN,11253,11254,2
hopes for no better profession i,6,NPDANN,11256,11261,6
she,1,N,11264,11264,1
it,1,N,11266,11266,1
writing which,2,NN,11269,11270,2
me,1,N,11272,11272,1
i,1,N,11275,11275,1
she,1,N,11279,11279,1
her,1,N,11284,11284,1
long way,2,AN,11286,11287,2
windows there,2,NN,11291,11292,2
one that,2,AN,11294,11295,2
road,1,N,11298,11298,1
winding road,2,NN,11302,11303,2
one that,2,AN,11305,11306,2
country,1,N,11312,11312,1
lovely country,2,AN,11314,11315,2
great elms,2,AN,11319,11320,2
velvet,1,N,11322,11322,1
wallpaper,1,N,11325,11325,1
kind of sub pattern in a different shade,8,NPANPDAN,11328,11335,8
irritating one,2,AN,11338,11339,2
you,1,N,11341,11341,1
it in certain lights,4,NPAN,11345,11348,4
places,1,N,11356,11356,1
it,1,N,11358,11358,1
sun,1,N,11365,11365,1
i,1,N,11369,11369,1
strange,1,N,11373,11373,1
formless sort of figure that,5,ANPNN,11375,11379,5
conspicuous front design there,4,AANN,11388,11391,4
sister on the stairs,4,NPDN,11393,11396,4
fourth,1,N,11399,11399,1
people,1,N,11405,11405,1
i,1,N,11409,11409,1
john,1,N,11413,11413,1
it,1,N,11415,11415,1
me,1,N,11418,11418,1
little company,2,AN,11423,11424,2
we,1,N,11426,11426,1
mother,1,N,11429,11429,1
nellie,1,N,11431,11431,1
children,1,N,11434,11434,1
week,1,N,11438,11438,1
i,1,N,11441,11441,1
thing jennie,2,NN,11446,11447,2
everything,1,N,11450,11450,1
it,1,N,11453,11453,1
me,1,N,11455,11455,1
same john,2,AN,11458,11459,2
i,1,N,11462,11462,1
faster he,2,NN,11467,11468,2
me,1,N,11471,11471,1
mitchell in the fall,4,NPDN,11474,11477,4
i,1,N,11479,11479,1
i,1,N,11488,11488,1
friend who,2,NN,11491,11492,2
his hands,2,NN,11495,11496,2
she,1,N,11499,11499,1
he,1,N,11501,11501,1
john,1,N,11505,11505,1
my brother,2,NN,11507,11508,2
it,1,N,11513,11513,1
undertaking,1,N,11517,11517,1
i,1,N,11522,11522,1
it,1,N,11528,11528,1
my hand,2,NN,11534,11535,2
anything,1,N,11538,11538,1
i,1,N,11540,11540,1
querulous i,2,AN,11546,11547,2
nothing,1,N,11550,11550,1
time,1,N,11556,11556,1
i,1,N,11559,11559,1
anybody,1,N,11567,11567,1
i,1,N,11571,11571,1
i,1,N,11575,11575,1
good deal,2,AN,11579,11580,2
john,1,N,11583,11583,1
town,1,N,11587,11587,1
serious cases,2,AN,11591,11592,2
jennie,1,N,11594,11594,1
me,1,N,11599,11599,1
i,1,N,11602,11602,1
her,1,N,11604,11604,1
i,1,N,11607,11607,1
little in the garden,4,NPDN,11610,11613,4
lovely lane,2,AN,11617,11618,2
porch under the roses,4,NPDN,11622,11625,4
good deal i,3,ANN,11632,11634,3
room in spite of the wallpaper,6,NPNPDN,11641,11646,6
wallpaper it,2,NN,11651,11652,2
my mind,2,NN,11655,11656,2
i,1,N,11658,11658,1
great immovable bed,3,AAN,11663,11665,3
it,1,N,11667,11667,1
i,1,N,11671,11671,1
pattern,1,N,11677,11677,1
hour it,2,NN,11681,11682,2
gymnastics i,2,NN,11687,11688,2
you i,2,NN,11690,11691,2
we,1,N,11693,11693,1
bottom,1,N,11698,11698,1
corner,1,N,11702,11702,1
it,1,N,11706,11706,1
i,1,N,11712,11712,1
thousandth time that i,4,ANNN,11716,11719,4
pointless pattern to some sort of a conclusion,8,ANPDNPDN,11723,11730,8
pattern to some sort of a conclusion i,8,NPDNPDNN,11724,11731,8
little of the principle of design,6,NPDNPN,11734,11739,6
i,1,N,11741,11741,1
thing,1,N,11744,11744,1
laws of radiation,3,NPN,11750,11752,3
alternation,1,N,11754,11754,1
repetition,1,N,11756,11756,1
symmetry,1,N,11758,11758,1
anything,1,N,11760,11760,1
i,1,N,11763,11763,1
it,1,N,11767,11767,1
breadths,1,N,11774,11774,1
one way,2,AN,11781,11782,2
breadth,1,N,11784,11784,1
bloated curves,2,AN,11788,11789,2
flourishes,1,N,11791,11791,1
kind,1,N,11794,11794,1
romanesque,1,N,11798,11798,1
delirium tremens,2,NN,11801,11802,2
isolated columns of fatuity,4,ANPN,11810,11813,4
other hand they,3,ANN,11817,11819,3
sprawling outlines,2,NN,11824,11825,2
great slanting waves of optic horror,6,ANNPAN,11829,11834,6
slanting waves of optic horror like a lot,8,NNPANPDN,11830,11837,8
seaweeds in full chase,4,NPAN,11840,11843,4
whole thing,2,AN,11845,11846,2
it,1,N,11852,11852,1
i,1,N,11856,11856,1
myself,1,N,11858,11858,1
order of its,3,NPN,11864,11866,3
direction they,2,NN,11870,11871,2
horizontal breadth for a frieze,5,ANPDN,11875,11879,5
that,1,N,11881,11881,1
confusion there,2,NN,11886,11887,2
one end of the room,5,ANPDN,11889,11893,5
it,1,N,11895,11895,1
cross lights,2,NN,11903,11904,2
low sun shines,3,ANN,11908,11910,3
it i,2,NN,11913,11914,2
fancy radiation,2,AN,11917,11918,2
interminable grotesques,2,AN,11923,11924,2
common centre,2,AN,11930,11931,2
headlong plunges of equal distraction it,6,ANPANN,11936,11941,6
me,1,N,11943,11943,1
it i,2,NN,11947,11948,2
nap i,2,NN,11952,11953,2
i,1,N,11955,11955,1
i,1,N,11960,11960,1
this i,2,NN,11963,11964,2
i,1,N,11969,11969,1
i,1,N,11975,11975,1
it,1,N,11980,11980,1
i,1,N,11983,11983,1
what i,2,NN,11986,11987,2
way,1,N,11993,11993,1
it,1,N,11995,11995,1
relief,1,N,11999,11999,1
effort,1,N,12002,12002,1
relief,1,N,12010,12010,1
time,1,N,12013,12013,1
i,1,N,12015,12015,1
much john,2,AN,12024,12025,2
i,1,N,12027,12027,1
my strength,2,NN,12031,12032,2
me,1,N,12035,12035,1
cod liver oil,3,NNN,12037,12039,3
lots of tonics,3,NPN,12041,12043,3
things,1,N,12045,12045,1
nothing of ale,3,NPN,12048,12050,3
wine,1,N,12052,12052,1
rare meat dear john he,5,ANANN,12054,12058,5
me,1,N,12060,12060,1
me sick i,3,NAN,12067,12069,3
real earnest reasonable talk with him,6,AAANPN,12074,12079,6
other day,2,AN,12081,12082,2
him,1,N,12085,12085,1
i,1,N,12087,12087,1
he,1,N,12089,12089,1
me,1,N,12092,12092,1
visit,1,N,12097,12097,1
henry,1,N,12100,12100,1
julia,1,N,12102,12102,1
he,1,N,12104,12104,1
i,1,N,12106,12106,1
it,1,N,12116,12116,1
i,1,N,12118,12118,1
i,1,N,12122,12122,1
good case for myself,4,ANPN,12129,12132,4
i,1,N,12134,12134,1
i,1,N,12138,12138,1
it,1,N,12141,12141,1
great effort for me,4,ANPN,12147,12150,4
nervous weakness i,3,ANN,12156,12158,3
dear john,2,AN,12161,12162,2
me up in his arms,5,NPPNN,12164,12168,5
me,1,N,12172,12172,1
me on the bed,4,NPDN,12176,12179,4
me,1,N,12183,12183,1
me,1,N,12187,12187,1
it,1,N,12189,12189,1
my head he,3,NNN,12191,12193,3
i,1,N,12195,12195,1
his darling,2,NN,12197,12198,2
his comfort,2,NN,12200,12201,2
he,1,N,12204,12204,1
i,1,N,12208,12208,1
care of myself for his sake,6,NPNPNN,12211,12216,6
he,1,N,12220,12220,1
one,1,N,12223,12223,1
myself,1,N,12225,12225,1
me out of it,4,NPPN,12228,12231,4
i,1,N,12233,12233,1
my will,2,NN,12236,12237,2
self control,2,NN,12239,12240,2
silly fancies,2,AN,12245,12246,2
me there,2,NN,12250,12251,2
one comfort,2,AN,12253,12254,2
baby,1,N,12256,12256,1
nursery with the horrid wallpaper,5,NPDAN,12268,12272,5
we,1,N,12274,12274,1
it that,2,NN,12278,12279,2
child,1,N,12281,12281,1
what,1,N,12284,12284,1
fortunate escape,2,AN,12286,12287,2
i,1,N,12289,12289,1
child of mine,3,NPN,12294,12296,3
impressionable little thing,3,ANN,12298,12300,3
room for worlds i,4,NPNN,12305,12308,4
it,1,N,12312,12312,1
it,1,N,12315,12315,1
john,1,N,12319,12319,1
me,1,N,12321,12321,1
i,1,N,12325,12325,1
it,1,N,12328,12328,1
baby you,2,NN,12334,12335,2
i,1,N,12339,12339,1
it to them,3,NPN,12342,12344,3
i,1,N,12348,12348,1
i,1,N,12354,12354,1
it,1,N,12358,12358,1
same there,2,AN,12361,12362,2
things in that paper that nobody,6,NPDNNN,12364,12369,6
me,1,N,12372,12372,1
that,1,N,12377,12377,1
dim shapes,2,NN,12381,12382,2
day it,2,NN,12386,12387,2
same shape,2,AN,12391,12392,2
it,1,N,12397,12397,1
woman,1,N,12401,12401,1
pattern i,2,NN,12409,12410,2
it,1,N,12414,12414,1
bit i,2,NN,12416,12417,2
i,1,N,12420,12420,1
i,1,N,12425,12425,1
me,1,N,12430,12430,1
it,1,N,12434,12434,1
john about my case,4,NPNN,12441,12444,4
he,1,N,12446,12446,1
he,1,N,12452,12452,1
me,1,N,12454,12454,1
i,1,N,12457,12457,1
it last night it,4,NANN,12459,12462,4
moon shines,2,NN,12466,12467,2
sun,1,N,12474,12474,1
i,1,N,12476,12476,1
it,1,N,12480,12480,1
it,1,N,12482,12482,1
one window,2,AN,12491,12492,2
john,1,N,12495,12495,1
i,1,N,12499,12499,1
him,1,N,12503,12503,1
i,1,N,12505,12505,1
moonlight on that undulating wallpaper,5,NPDAN,12511,12515,5
i,1,N,12517,12517,1
faint,1,N,12521,12521,1
pattern,1,N,12528,12528,1
she,1,N,12532,12532,1
i,1,N,12537,12537,1
paper,1,N,12549,12549,1
i,1,N,12554,12554,1
john,1,N,12557,12557,1
what,1,N,12561,12561,1
it little girl,3,NAN,12563,12565,3
he,1,N,12567,12567,1
that,1,N,12576,12576,1
you,1,N,12578,12578,1
i,1,N,12583,12583,1
it,1,N,12585,12585,1
good time,2,AN,12588,12589,2
i,1,N,12593,12593,1
him,1,N,12595,12595,1
i,1,N,12597,12597,1
i,1,N,12605,12605,1
he,1,N,12607,12607,1
me,1,N,12610,12610,1
he,1,N,12617,12617,1
our lease,2,NN,12619,12620,2
three weeks,2,AN,12625,12626,2
i,1,N,12628,12628,1
repairs,1,N,12638,12638,1
home,1,N,12643,12643,1
i,1,N,12645,12645,1
town,1,N,12650,12650,1
you,1,N,12656,12656,1
danger i,2,NN,12660,12661,2
you,1,N,12666,12666,1
you,1,N,12672,12672,1
it,1,N,12675,12675,1
i,1,N,12678,12678,1
doctor dear,2,NN,12681,12682,2
i,1,N,12684,12684,1
you,1,N,12686,12686,1
flesh,1,N,12689,12689,1
color your appetite,3,NNN,12691,12693,3
better i,2,AN,12695,12696,2
you,1,N,12702,12702,1
i,1,N,12705,12705,1
bit,1,N,12710,12710,1
i,1,N,12714,12714,1
my appetite,2,NN,12720,12721,2
evening,1,N,12727,12727,1
you,1,N,12729,12729,1
it,1,N,12733,12733,1
morning,1,N,12738,12738,1
you,1,N,12740,12740,1
her little heart,3,NAN,12746,12748,3
he with a big hug,5,NPDAN,12751,12755,5
she,1,N,12757,12757,1
she,1,N,12763,12763,1
's,1,N,12768,12768,1
shining hours,2,NN,12771,12772,2
it in the morning,4,NPDN,12780,12783,4
you,1,N,12787,12787,1
i,1,N,12793,12793,1
i,1,N,12800,12800,1
it,1,N,12802,12802,1
three weeks,2,AN,12805,12806,2
we,1,N,12810,12810,1
nice little trip of a few days,7,AANPDAN,12814,12820,7
jennie,1,N,12822,12822,1
house,1,N,12826,12826,1
dear you,2,AN,12829,12830,2
body,1,N,12837,12837,1
i,1,N,12841,12841,1
he,1,N,12847,12847,1
me with such a stern reproachful look that,8,NPDDAANN,12854,12861,8
stern reproachful look that i,5,AANNN,12858,12862,5
word,1,N,12867,12867,1
my darling,2,NN,12869,12870,2
he,1,N,12873,12873,1
i,1,N,12875,12875,1
you for my sake,4,NPNN,12878,12881,4
our child,2,NN,12884,12885,2
sake,1,N,12887,12887,1
your,1,N,12892,12892,1
you,1,N,12895,12895,1
one instant let that,4,AANN,12899,12902,4
enter your mind there,4,NNNN,12904,12907,4
nothing,1,N,12909,12909,1
temperament like yours it,4,NPNN,12916,12919,4
foolish fancy,2,AN,12924,12925,2
you,1,N,12927,12927,1
me as a physician,4,NPDN,12930,12933,4
i,1,N,12935,12935,1
you,1,N,12937,12937,1
i,1,N,12943,12943,1
score,1,N,12949,12949,1
we,1,N,12951,12951,1
he,1,N,12957,12957,1
i,1,N,12959,12959,1
i,1,N,12964,12964,1
i,1,N,12968,12968,1
hours,1,N,12972,12972,1
front pattern,2,AN,12978,12979,2
back pattern,2,AN,12982,12983,2
pattern like this by daylight there,6,NPNPNN,12992,12997,6
lack of sequence,3,NPN,13000,13002,3
defiance of law that,4,NPNN,13004,13007,4
constant,1,N,13010,13010,1
normal mind,2,AN,13014,13015,2
color,1,N,13017,13017,1
pattern,1,N,13029,13029,1
you,1,N,13032,13032,1
you,1,N,13034,13034,1
it,1,N,13037,13037,1
you,1,N,13041,13041,1
way,1,N,13045,13045,1
it,1,N,13048,13048,1
